id,title,tags,difficulty
5145,Timetable,"['constructive+algorithms', 'data+structures', 'greedy', 'math']",2300
5146,Beautiful Road,"['dfs+and+similar', 'dp', 'dsu', 'graphs', 'implementation', 'sortings', 'trees']",2300
5147,Matching Names,"['dfs+and+similar', 'strings', 'trees']",2300
5148,Set of Points,"['constructive+algorithms', 'geometry']",2300
5149,Fibonacci Sums,"['dp', 'math']",2300
5150,The Coronation,"['graphs', 'implementation']",2300
5151,Berland collider,['binary+search'],2300
5152,Eyes Closed,"['data+structures', 'probabilities']",2300
5153,Take-off Ramps,"['graphs', 'shortest+paths']",2300
5154,Danger of Mad Snakes,"['combinatorics', 'dp', 'math']",2300
5155,Superset,"['constructive+algorithms', 'divide+and+conquer']",2300
5156,Edo and Magnets,"['brute+force', 'greedy', 'implementation', 'two+pointers']",2300
5157,Optimal Insertion,"['data+structures', 'divide+and+conquer', 'greedy', 'sortings']",2300
5158,Painting Square,"['dp', 'fft']",2300
5159,Interestring graph and Apples,"['dfs+and+similar', 'dsu', 'graphs']",2300
5160,Alex and Complicated Task,"['data+structures', 'dp', 'greedy']",2300
5161,Wilbur and Trees,"['dp', 'math', 'probabilities', 'sortings']",2300
5162,Clearing Up,"['constructive+algorithms', 'dp', 'dsu', 'graphs']",2300
5163,Discarding Game,"['dp', 'greedy', 'two+pointers']",2300
5164,Chemistry in Berland,"['dfs+and+similar', 'greedy', 'trees']",2300
5165,Petya and Pipes,"['flows', 'graphs', 'shortest+paths']",2300
5166,Mashmokh and Water Tanks,"['binary+search', 'data+structures', 'greedy', 'trees', 'two+pointers']",2300
5167,Polycarp's problems,"['binary+search', 'dp', 'greedy']",2300
5168,Biologist,['flows'],2300
5169,Zbazi in Zeydabad,"['data+structures', 'implementation']",2300
5170,Similar Sets,"['data+structures', 'graphs', 'implementation']",2300
5171,Square Tiling,"['constructive+algorithms', 'greedy']",2300
5172,Tiling Terrace,"['brute+force', 'dp']",2300
5173,Santa Clauses and a Soccer Championship,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'trees']",2300
5174,Wizards and Numbers,"['games', 'math']",2300
5175,Playing with String,['games'],2300
5176,Beautiful Set,"['brute+force', 'number+theory']",2300
5177,Collective Mindsets (medium),[],2300
5178,Vanya and Balloons,"['binary+search', 'brute+force', 'dp', 'implementation']",2300
5179,Streets and Avenues in Berhattan,['dp'],2300
5180,Chip Play,"['brute+force', 'data+structures', 'implementation']",2300
5181,Queue,['data+structures'],2300
5182,Downloading B++,"['binary+search', 'implementation']",2300
5183,New Game with a Chess Piece,['games'],2300
5184,Biathlon Track,"['binary+search', 'brute+force', 'constructive+algorithms', 'data+structures', 'dp']",2300
5185,Brackets,"['combinatorics', 'dp', 'greedy']",2300
5186,Common ancestor,['dp'],2300
5187,Tidying Up,"['flows', 'graph+matchings']",2300
5188,Hyperspace Highways,"['dfs+and+similar', 'graphs', 'trees']",2300
5189,Widget Library,"['dp', 'expression+parsing', 'graphs', 'implementation']",2300
5190,Petya and Coloring,"['combinatorics', 'dp']",2300
5191,Bear in the Field,"['math', 'matrices']",2300
5192,Ilya and Two Numbers,"['constructive+algorithms', 'data+structures', 'dsu', 'greedy']",2300
5193,Road Construction,"['flows', 'graphs']",2300
5194,Tourist,"['binary+search', 'data+structures', 'dp']",2300
5195,Summer Homework,"['data+structures', 'math']",2300
5196,Castle,"['dp', 'greedy', 'probabilities', 'sortings', 'trees']",2300
5197,Illusions of the Desert,"['data+structures', 'trees']",2300
5198,Dating,"['brute+force', 'dfs+and+similar', 'graphs', 'trees']",2300
5199,Cleaning Robots,"['dp', 'trees']",2300
5200,Similar Words,"['dp', 'hashing', 'strings', 'trees']",2300
5201,Sweets for Everyone!,"['binary+search', 'greedy', 'implementation']",2300
5202,Evacuation,"['flows', 'graphs', 'shortest+paths']",2300
5203,Wall Bars,['dp'],2300
5204,PE Lesson,"['brute+force', 'dp']",2300
5205,Awards For Contestants,"['brute+force', 'data+structures', 'dp']",2300
5206,Rats,"['brute+force', 'dfs+and+similar', 'graphs', 'implementation', 'shortest+paths']",2300
5207,Dima and Kicks,"['brute+force', 'dsu', 'graphs', 'implementation']",2300
5208,Summer Homework,"['data+structures', 'math']",2300
5209,Horseback Riding,"['flows', 'graphs']",2300
5210,PE Lesson,['dp'],2300
5211,Strange town,"['constructive+algorithms', 'math']",2300
5212,Lesson Timetable,"['combinatorics', 'dp', 'math']",2300
5213,Pasha and Pipe,"['binary+search', 'brute+force', 'combinatorics', 'dp', 'implementation']",2300
5214,Stars,"['constructive+algorithms', 'geometry']",2300
5215,Polycarpus is Looking for Good Substrings,"['bitmasks', 'hashing', 'implementation']",2300
5216,Race,"['brute+force', 'implementation', 'two+pointers']",2300
5217,Spring cleaning,"['*special', 'data+structures', 'dfs+and+similar', 'graphs', 'trees']",2300
5218,Divisibility Rules,"['math', 'number+theory']",2300
5219,Deciphering,"['flows', 'graph+matchings']",2300
5220,Wormhouse,"['dfs+and+similar', 'graphs']",2300
5221,Square Equation Roots,['math'],2300
5222,Convex Countour,['dp'],2300
5223,Hercule Poirot Problem,"['dsu', 'graphs']",2300
5224,Race,"['brute+force', 'implementation']",2300
5225,Domino Carpet,"['dp', 'implementation']",2300
5226,Building an Amusement Park,"['binary+search', 'geometry']",2300
5227,Archer's Shot,"['binary+search', 'geometry', 'math', 'two+pointers']",2300
5228,Transportation,"['greedy', 'sortings', 'two+pointers']",2300
5229,Say Hello,['geometry'],2300
5230,Inquisition,"['geometry', 'implementation', 'sortings']",2300
5231,Polygon,"['constructive+algorithms', 'geometry']",2300
5232,Berland Square,"['implementation', 'math']",2300
5233,Big Number and Remainder,"['*special', 'math', 'number+theory']",2300
5234,The Beaver's Problem - 2,[],2300
5235,Party Organization,"['brute+force', 'math', 'probabilities']",2300
5236,Array Sorting,['*special'],2300
5237,Script Generation,[],2300
5238,Toys,"['brute+force', 'combinatorics']",2300
5239,Suns and Rays,[],2300
5240,Array sorting,"['*special', 'sortings']",2300
5241,Dogecoin,"['*special', '*special', 'binary+search', 'data+structures']",2300
5242,Two IP Cameras,"['*special', 'math', 'number+theory']",2300
5243,kotlinkotlinkotlinkotlin...,"['*special', 'graphs', 'implementation', 'strings']",2300
5244,Table Bowling,"['*special', 'sortings']",2300
5245,Pairwise Sums,['*special'],2300
5246,Hamming Distance,['*special'],2300
5247,Composing Of String,"['*special', 'dp']",2300
5248,Little Artem and Graph,[],2300
5249,Perse-script,"['*special', 'expression+parsing']",2300
5250,The Beaver's Problem - 3,[],2300
5251,Xenia and Tree,"['data+structures', 'divide+and+conquer', 'trees']",2400
5252,Tree and Queries,"['data+structures', 'dfs+and+similar', 'trees']",2400
5253,Jzzhu and Numbers,"['bitmasks', 'combinatorics', 'dp']",2400
5254,Buy Low Sell High,"['constructive+algorithms', 'data+structures', 'greedy']",2400
5255,Minimum Path,"['graphs', 'shortest+paths']",2400
5256,DZY Loves Fibonacci Numbers,"['data+structures', 'math', 'number+theory']",2400
5257,The Fair Nut and Rectangles,"['data+structures', 'dp', 'geometry']",2400
5258,Lucky Queries,['data+structures'],2400
5259,Subarray Sorting,"['data+structures', 'sortings']",2400
5260,DZY Loves Colors,['data+structures'],2400
5261,Cats Transport,"['data+structures', 'dp']",2400
5262,One Occurrence,"['data+structures', 'divide+and+conquer']",2400
5263,Team Work,"['combinatorics', 'dp', 'math']",2400
5264,Kindergarten,"['data+structures', 'dp', 'greedy']",2400
5265,Are You Fired?,"['constructive+algorithms', 'data+structures', 'greedy', 'implementation']",2400
5266,Group Projects,['dp'],2400
5267,Divide Square,"['data+structures', 'geometry', 'implementation', 'sortings']",2400
5268,Nastya and Unexpected Guest,"['dfs+and+similar', 'dp', 'graphs', 'shortest+paths']",2400
5269,DeadLee,"['data+structures', 'dfs+and+similar', 'greedy', 'implementation', 'sortings']",2400
5270,The Shortest Statement,"['graphs', 'shortest+paths', 'trees']",2400
5271,Fruit Sequences,"['binary+search', 'data+structures', 'divide+and+conquer', 'dp', 'two+pointers']",2400
5272,Phoenix and Berries,"['brute+force', 'dp', 'greedy', 'math']",2400
5273,Blood Cousins Return,"['binary+search', 'data+structures', 'dfs+and+similar', 'dp', 'sortings']",2400
5274,Omkar and Landslide,"['binary+search', 'constructive+algorithms', 'data+structures', 'greedy', 'math']",2400
5275,Karen and Supermarket,"['brute+force', 'dp', 'trees']",2400
5276,Voting (Hard Version),"['binary+search', 'data+structures', 'greedy']",2400
5277,Fib-tree,"['brute+force', 'dfs+and+similar', 'divide+and+conquer', 'number+theory', 'trees']",2400
5278,New Year Tree,"['data+structures', 'divide+and+conquer', 'trees']",2400
5279,Bombs,"['data+structures', 'two+pointers']",2400
5280,Love-Hate,"['bitmasks', 'brute+force', 'dp', 'probabilities']",2400
5281,Thief in a Shop,"['divide+and+conquer', 'dp', 'fft', 'math']",2400
5282,Avoid Rainbow Cycles,"['data+structures', 'dsu', 'graphs', 'greedy', 'sortings', 'trees']",2400
5283,Till I Collapse,"['data+structures', 'divide+and+conquer']",2400
5284,A Bit Similar,"['bitmasks', 'brute+force', 'hashing', 'string+suffix+structures', 'strings', 'two+pointers']",2400
5285,Mike and distribution,"['constructive+algorithms', 'sortings']",2400
5286,Make Them Similar,"['bitmasks', 'brute+force', 'hashing', 'meet-in-the-middle']",2400
5287,Fedor and Essay,"['dfs+and+similar', 'dp', 'graphs', 'hashing', 'strings']",2400
5288,Complicated Computations,"['binary+search', 'data+structures', 'two+pointers']",2400
5289,Vasya and Binary String,['dp'],2400
5290,Mr. Kitayuta's Colorful Graph,"['brute+force', 'dfs+and+similar', 'dsu', 'graphs']",2400
5291,Imbalance Value of a Tree,"['data+structures', 'dsu', 'graphs', 'trees']",2400
5292,Ball,"['data+structures', 'sortings']",2400
5293,Drazil Likes Heap,"['constructive+algorithms', 'data+structures', 'greedy', 'implementation']",2400
5294,Network Coverage,"['binary+search', 'constructive+algorithms', 'data+structures', 'greedy']",2400
5295,Expected Damage,"['binary+search', 'combinatorics', 'probabilities']",2400
5296,Bindian Signalizing,['data+structures'],2400
5297,Arthur and Walls,"['constructive+algorithms', 'data+structures', 'graphs', 'greedy', 'shortest+paths']",2400
5298,Copy or Prefix Sum,"['combinatorics', 'data+structures', 'dp', 'sortings']",2400
5299,MEX Tree,"['combinatorics', 'dfs+and+similar', 'implementation', 'math', 'trees']",2400
5300,Tournament,"['brute+force', 'dp', 'greedy']",2400
5301,A-Z Graph,"['constructive+algorithms', 'data+structures', 'graphs', 'hashing']",2400
5302,Konrad and Company Evaluation,['graphs'],2400
5303,"Please, another Queries on Array?","['bitmasks', 'data+structures', 'divide+and+conquer', 'math', 'number+theory']",2400
5304,Catowice City,"['2-sat', 'dfs+and+similar', 'graph+matchings', 'graphs']",2400
5305,Sum Balance,"['bitmasks', 'dfs+and+similar', 'dp', 'graphs']",2400
5306,Four Points,"['brute+force', 'constructive+algorithms', 'flows', 'geometry', 'greedy', 'implementation', 'math', 'ternary+search']",2400
5307,Covered Points,"['fft', 'geometry', 'number+theory']",2400
5308,Graph Transpositions,"['dfs+and+similar', 'graphs', 'greedy', 'shortest+paths']",2400
5309,Two Merged Sequences,"['dp', 'greedy']",2400
5310,Prefix Enlightenment,"['dfs+and+similar', 'dsu', 'graphs']",2400
5311,New Year and Rainbow Roads,"['graphs', 'greedy', 'implementation']",2400
5312,Petya and Graph,"['flows', 'graphs']",2400
5313,Ehab and a component choosing problem,"['dp', 'greedy', 'math', 'trees']",2400
5314,Road to 1600,"['brute+force', 'constructive+algorithms']",2400
5315,GCD Counting,"['divide+and+conquer', 'dp', 'dsu', 'number+theory', 'trees']",2400
5316,Useful Edges,"['graphs', 'shortest+paths']",2400
5317,Bear and Forgotten Tree 2,"['dfs+and+similar', 'dsu', 'graphs', 'trees']",2400
5318,Reverse and Swap,"['binary+search', 'bitmasks', 'data+structures']",2400
5319,Plan of Lectures,"['constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs', 'implementation', 'sortings', 'trees']",2400
5320,The Hidden Pair (Easy Version),"['binary+search', 'dfs+and+similar', 'graphs', 'interactive', 'shortest+paths', 'trees']",2400
5321,Lucky Array,['data+structures'],2400
5322,Running in Pairs,"['constructive+algorithms', 'greedy', 'math']",2400
5323,Mahmoud and Ehab and yet another xor task,"['bitmasks', 'dp', 'math', 'matrices']",2400
5324,Cyclic Shifts Sorting,"['brute+force', 'constructive+algorithms', 'implementation', 'sortings']",2400
5325,The Struggling Contestant,"['constructive+algorithms', 'greedy']",2400
5326,Maximize Mex,"['flows', 'graph+matchings', 'graphs']",2400
5327,Restore the Permutation by Sorted Segments,"['brute+force', 'constructive+algorithms', 'data+structures', 'greedy', 'implementation']",2400
5328,Simple Skewness,"['binary+search', 'math', 'ternary+search']",2400
5329,Wrong Answer on test 233 (Hard Version),"['combinatorics', 'math']",2400
5330,Flying Sort (Hard Version),"['binary+search', 'data+structures', 'dp', 'greedy', 'sortings', 'two+pointers']",2400
5331,The Untended Antiquity,"['data+structures', 'hashing']",2400
5332,Intersection of Permutations,['data+structures'],2400
5333,Bear and Square Grid,"['dfs+and+similar', 'dsu', 'implementation']",2400
5334,Session in BSU,"['binary+search', 'dfs+and+similar', 'dsu', 'graph+matchings', 'graphs']",2400
5335,Chaotic Merge,"['combinatorics', 'dp', 'math', 'strings']",2400
5336,Long Permutation,"['brute+force', 'math', 'two+pointers']",2400
5337,Little Elephant and Inversions,"['data+structures', 'two+pointers']",2400
5338,Restore Array,['constructive+algorithms'],2400
5339,Balanced Binary Search Trees,"['dp', 'math']",2400
5340,LRU,"['bitmasks', 'dp', 'math', 'probabilities']",2400
5341,Relatively Prime Powers,"['combinatorics', 'math', 'number+theory']",2400
5342,Tree Destruction,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy', 'trees']",2400
5343,Split the Tree,"['binary+search', 'data+structures', 'dp', 'greedy', 'trees']",2400
5344,Bored Bakry,"['bitmasks', 'greedy', 'math', 'two+pointers']",2400
5345,Levels and Regions,['dp'],2400
5346,Party,"['bitmasks', 'brute+force', 'dp', 'graphs']",2400
5347,Name That Tune,"['dp', 'probabilities', 'two+pointers']",2400
5348,You Are Given Some Strings...,"['brute+force', 'string+suffix+structures', 'strings']",2400
5349,Lucky Tickets,"['divide+and+conquer', 'dp', 'fft']",2400
5350,Freelancer's Dreams,['geometry'],2400
5351,Palindromic Paths,"['implementation', 'interactive']",2400
5352,Prime Gift,"['binary+search', 'dfs+and+similar', 'math', 'meet-in-the-middle', 'number+theory', 'two+pointers']",2400
5353,Leaf Sets,"['data+structures', 'dfs+and+similar', 'dsu', 'graphs', 'greedy', 'sortings', 'trees']",2400
5354,Sasha and Interesting Fact from Graph Theory,"['brute+force', 'combinatorics', 'dp', 'math', 'trees']",2400
5355,Animal Observation (hard version),"['data+structures', 'dp', 'greedy']",2400
5356,Happy Tree Party,"['data+structures', 'dfs+and+similar', 'graphs', 'math', 'trees']",2400
5357,Madhouse (Easy version),"['brute+force', 'constructive+algorithms', 'interactive', 'math']",2400
5358,Ehab and the Big Finale,"['constructive+algorithms', 'divide+and+conquer', 'graphs', 'implementation', 'interactive', 'trees']",2400
5359,Broken robot,"['dp', 'math', 'probabilities']",2400
5360,Cooperative Game,"['constructive+algorithms', 'interactive', 'number+theory']",2400
5361,Beautiful Mirrors with queries,"['data+structures', 'probabilities']",2400
5362,Median on Segments (General Case Edition),['sortings'],2400
5363,Rooks and Rectangles,"['data+structures', 'sortings']",2400
5364,U2,['geometry'],2400
5365,Rat Kwesh and Cheese,"['brute+force', 'constructive+algorithms', 'math']",2400
5366,"Alice, Bob, Oranges and Apples",['number+theory'],2400
5367,Axel and Marston in Bitland,"['bitmasks', 'dp', 'graphs', 'matrices']",2400
5368,New Year and the Acquaintance Estimation,"['binary+search', 'data+structures', 'graphs', 'greedy', 'implementation', 'math', 'sortings']",2400
5369,String Compression,"['dp', 'hashing', 'string+suffix+structures', 'strings']",2400
5370,Palindromes in a Tree,"['bitmasks', 'data+structures', 'divide+and+conquer', 'trees']",2400
5371,Trucks and Cities,"['binary+search', 'dp']",2400
5372,Transmitting Levels,"['dp', 'implementation']",2400
5373,String Set Queries,"['brute+force', 'data+structures', 'hashing', 'interactive', 'string+suffix+structures', 'strings']",2400
5374,Jamie and Tree,"['data+structures', 'trees']",2400
5375,Acyclic Organic Compounds,"['data+structures', 'dfs+and+similar', 'dsu', 'hashing', 'strings', 'trees']",2400
5376,Traffic Jams in the Land,"['data+structures', 'dp', 'number+theory']",2400
5377,Forbidden Indices,"['dsu', 'string+suffix+structures', 'strings']",2400
5378,The Last Fight Between Human and AI,['math'],2400
5379,Abnormal Permutation Pairs (easy version),"['combinatorics', 'dp', 'fft', 'math']",2400
5380,Maximum Matching,"['bitmasks', 'brute+force', 'dfs+and+similar', 'dp', 'graphs']",2400
5381,Hongcow Buys a Deck of Cards,"['bitmasks', 'brute+force', 'dp']",2400
5382,Little Artem and Random Variable,"['dp', 'implementation', 'math', 'probabilities']",2400
5383,Splitting the Uniqueness,['constructive+algorithms'],2400
5384,Pave the Parallelepiped,"['bitmasks', 'brute+force', 'combinatorics', 'math', 'number+theory']",2400
5385,Binary Tree on Plane,"['flows', 'trees']",2400
5386,TV Game,['dp'],2400
5387,The Cake Is a Lie,"['constructive+algorithms', 'data+structures', 'dfs+and+similar', 'graphs']",2400
5388,New Year and Three Musketeers,"['data+structures', 'greedy', 'sortings']",2400
5389,Developing Game,['data+structures'],2400
5390,Garlands,['data+structures'],2400
5391,The penguin's game,"['binary+search', 'constructive+algorithms', 'interactive']",2400
5392,Rest In The Shades,"['binary+search', 'geometry']",2400
5393,Neko and Flashback,"['constructive+algorithms', 'dfs+and+similar', 'graphs']",2400
5394,Ideal Farm,"['constructive+algorithms', 'math']",2400
5395,Bacterial Melee,"['brute+force', 'combinatorics', 'dp', 'string+suffix+structures']",2400
5396,King Kog's Reception,['data+structures'],2400
5397,Change-free,['greedy'],2400
5398,Three strings,"['data+structures', 'dsu', 'string+suffix+structures', 'strings']",2400
5399,Simple Cycles Edges,"['dfs+and+similar', 'graphs', 'trees']",2400
5400,Linear Kingdom Races,"['data+structures', 'dp']",2400
5401,Encoding,"['hashing', 'string+suffix+structures', 'strings']",2400
5402,Little Elephant and Tree,"['data+structures', 'dfs+and+similar', 'trees']",2400
5403,Vasya and Maximum Profit,"['binary+search', 'constructive+algorithms', 'data+structures', 'dp', 'dsu']",2400
5404,Elevator,"['dp', 'graphs', 'shortest+paths']",2400
5405,Maximum Element,"['combinatorics', 'dp', 'math']",2400
5406,Oolimry and Suffix Array,"['combinatorics', 'constructive+algorithms', 'math']",2400
5407,Sonya and Ice Cream,"['binary+search', 'data+structures', 'dp', 'greedy', 'shortest+paths', 'trees']",2400
5408,Construct a tree,"['binary+search', 'constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy', 'trees']",2400
5409,Graph Reconstruction,['constructive+algorithms'],2400
5410,Diameter Cuts,"['combinatorics', 'dfs+and+similar', 'dp', 'trees']",2400
5411,Minimum Modular,"['brute+force', 'graphs', 'math', 'number+theory']",2400
5412,Inversions After Shuffle,"['data+structures', 'probabilities']",2400
5413,RBS,"['binary+search', 'bitmasks', 'brute+force', 'data+structures', 'dp']",2400
5414,Morse Code,"['binary+search', 'data+structures', 'dp', 'hashing', 'sortings', 'string+suffix+structures', 'strings']",2400
5415,Population Size,"['greedy', 'implementation', 'math']",2400
5416,Machine Programming,"['flows', 'graphs']",2400
5417,Choose a Square,"['binary+search', 'data+structures', 'sortings']",2400
5418,Lunar New Year and a Recursive Sequence,"['math', 'matrices', 'number+theory']",2400
5419,Bear and Contribution,"['data+structures', 'greedy', 'sortings', 'two+pointers']",2400
5420,Cookies,"['binary+search', 'data+structures', 'dfs+and+similar', 'dp', 'games', 'trees']",2400
5421,PolandBall and White-Red graph,"['constructive+algorithms', 'graphs', 'shortest+paths']",2400
5422,Deduction Queries,"['data+structures', 'dsu']",2400
5423,Vasya and Array,['dp'],2400
5424,Notepad,['number+theory'],2400
5425,Logical Expression,"['bitmasks', 'dp', 'shortest+paths']",2400
5426,MST Company,"['binary+search', 'graphs']",2400
5427,Crossword Expert,"['combinatorics', 'dp', 'number+theory', 'probabilities', 'two+pointers']",2400
5428,Labyrinth,"['binary+search', 'dsu', 'greedy']",2400
5429,The Supersonic Rocket,"['geometry', 'hashing', 'strings']",2400
5430,Anniversary,"['data+structures', 'implementation', 'math', 'matrices', 'number+theory']",2400
5431,Economic Difficulties,"['data+structures', 'dfs+and+similar', 'dp', 'flows', 'graphs', 'trees']",2400
5432,Labelling Cities,"['dfs+and+similar', 'graphs', 'hashing']",2400
5433,Flow Control,"['dfs+and+similar', 'dp', 'greedy', 'trees']",2400
5434,Hot is Cold,"['bitmasks', 'data+structures', 'divide+and+conquer', 'implementation']",2400
5435,Square Table,"['constructive+algorithms', 'math', 'probabilities']",2400
5436,Greedy Subsequences,"['data+structures', 'dp', 'trees']",2400
5437,Sonya and Matrix Beauty,['strings'],2400
5438,Vus the Cossack and a Graph,"['dfs+and+similar', 'graphs', 'greedy', 'implementation']",2400
5439,Superior Periodic Subarrays,['number+theory'],2400
5440,Gotta Go Fast,"['binary+search', 'dp']",2400
5441,Complete Mirror,"['constructive+algorithms', 'dfs+and+similar', 'dp', 'hashing', 'implementation', 'trees']",2400
5442,Vasya and Maximum Matching,"['dp', 'trees']",2400
5443,Palindrome XOR,"['dfs+and+similar', 'graphs']",2400
5444,Apprentice Learning Trajectory,[],2400
5445,Regular Forestation,"['hashing', 'trees']",2400
5446,Zublicanes and Mumocrates,"['dp', 'trees', 'two+pointers']",2400
5447,Numbers,"['dp', 'math', 'number+theory']",2400
5448,Polo the Penguin and Trees,"['combinatorics', 'dfs+and+similar', 'trees']",2400
5449,Card Game,"['binary+search', 'flows', 'graphs']",2400
5450,Magic Matrix,"['brute+force', 'divide+and+conquer', 'graphs', 'matrices', 'trees']",2400
5451,Bubble Cup hypothesis,"['bitmasks', 'constructive+algorithms', 'dp', 'math']",2400
5452,Refactoring,"['greedy', 'implementation', 'strings']",2400
5453,Finals in arithmetic,"['constructive+algorithms', 'implementation', 'math']",2400
5454,Sereja and Sets,"['bitmasks', 'dfs+and+similar']",2400
5455,Michael and Charging Stations,"['binary+search', 'dp', 'greedy']",2400
5456,Sleep in Class,"['constructive+algorithms', 'data+structures', 'math', 'two+pointers']",2400
5457,Quarrel,"['graphs', 'shortest+paths']",2400
5458,Prefix Sums,"['binary+search', 'brute+force', 'combinatorics', 'math', 'matrices']",2400
5459,Tickets,"['combinatorics', 'math', 'probabilities']",2400
5460,Allowed Letters,"['bitmasks', 'flows', 'graph+matchings', 'graphs', 'greedy']",2400
5461,Cinema,"['brute+force', 'data+structures']",2400
5462,Korney Korneevich and XOR (hard version),"['binary+search', 'brute+force', 'dp', 'two+pointers']",2400
5463,Traveling Graph,"['bitmasks', 'graph+matchings', 'graphs']",2400
5464,BerDonalds,"['graphs', 'math', 'shortest+paths']",2400
5465,Lucky Arrays,['data+structures'],2400
5466,Trails and Glades,"['constructive+algorithms', 'dsu', 'graphs', 'greedy']",2400
5467,Tanks,"['dp', 'greedy', 'implementation']",2400
5468,Greg and Caves,"['combinatorics', 'dp']",2400
5469,Startup Funding,"['binary+search', 'constructive+algorithms', 'data+structures', 'probabilities', 'two+pointers']",2400
5470,Geometrical Progression,"['brute+force', 'math', 'number+theory']",2400
5471,Liar,"['binary+search', 'dp', 'hashing', 'string+suffix+structures']",2400
5472,Underfail,['flows'],2400
5473,Students Initiation,"['binary+search', 'flows', 'graphs']",2400
5474,Cutlet,"['data+structures', 'dp']",2400
5475,Katya and Segments Sets,"['data+structures', 'interactive', 'sortings']",2400
5476,Divisibility,"['constructive+algorithms', 'dp', 'greedy', 'number+theory']",2400
5477,Vicky's Delivery Service,"['data+structures', 'dsu', 'graphs', 'hashing']",2400
5478,Lost Root,"['interactive', 'probabilities']",2400
5479,April Fools' Problem (medium),"['binary+search', 'flows', 'graphs']",2400
5480,Abracadabra,['divide+and+conquer'],2400
5481,Sereja and Tree,"['graphs', 'implementation']",2400
5482,Inversions problem,"['dp', 'probabilities']",2400
5483,Exam Cheating,"['binary+search', 'dp']",2400
5484,Cube Problem,"['brute+force', 'math', 'number+theory']",2400
5485,Place Your Ad Here,"['data+structures', 'sortings']",2400
5486,"Don't fear, DravDe is kind","['binary+search', 'data+structures', 'dp', 'hashing']",2400
5487,Cows and Cool Sequences,"['dp', 'math', 'number+theory']",2400
5488,Magical Permutation,"['bitmasks', 'brute+force', 'constructive+algorithms', 'data+structures', 'graphs', 'math']",2400
5489,Mausoleum,['dp'],2400
5490,Renovation,"['constructive+algorithms', 'greedy', 'sortings']",2400
5491,Minegraphed,"['constructive+algorithms', 'graphs']",2400
5492,Chips Puzzle,"['constructive+algorithms', 'implementation', 'math']",2400
5493,Ratings and Reality Shows,"['data+structures', 'two+pointers']",2400
5494,Buses and People,"['binary+search', 'data+structures', 'sortings']",2400
5495,Fire in the City,"['binary+search', 'data+structures']",2400
5496,PE Lesson,"['dp', 'math']",2400
5497,Hamming Distance,"['constructive+algorithms', 'greedy', 'math', 'matrices']",2400
5498,Game,"['games', 'implementation']",2400
5499,Berkomnadzor,"['data+structures', 'greedy']",2400
5500,Two permutations,['data+structures'],2400
5501,Privatization of Roads in Berland,"['flows', 'graph+matchings', 'graphs']",2400
5502,Four Divisors,"['data+structures', 'dp', 'math', 'number+theory', 'sortings', 'two+pointers']",2400
5503,Constrained Tree,['dfs+and+similar'],2400
5504,Valera and Number,"['bitmasks', 'dp', 'math', 'probabilities']",2400
5505,Neatness,"['constructive+algorithms', 'dfs+and+similar']",2400
5506,Space Isaac,"['hashing', 'number+theory']",2400
5507,Kuro and Topological Parity,['dp'],2400
5508,Fibonacci String Subsequences,"['combinatorics', 'dp', 'matrices']",2400
5509,Game with Strings,"['bitmasks', 'dp', 'games']",2400
5510,Flatland Fencing,"['games', 'math']",2400
5511,Simplified Nonogram,"['bitmasks', 'dp', 'hashing', 'meet-in-the-middle']",2400
5512,Pokermon League challenge,"['math', 'probabilities']",2400
5513,Track,"['graphs', 'greedy', 'shortest+paths']",2400
5514,Daleks' Invasion (hard),"['data+structures', 'dsu', 'graphs', 'trees']",2400
5515,Gripping Story,"['binary+search', 'data+structures', 'sortings']",2400
5516,Good Substrings,['string+suffix+structures'],2400
5517,Theft of Blueprints,"['graphs', 'math']",2400
5518,Little Elephant and Retro Strings,['dp'],2400
5519,Strange Calculation and Cats,"['dp', 'matrices']",2400
5520,Crime Management,"['dp', 'graphs', 'matrices']",2400
5521,Delivering Carcinogen,"['binary+search', 'geometry']",2400
5522,Dima and Figure,['dp'],2400
5523,Eleventh Birthday,"['combinatorics', 'dp', 'math']",2400
5524,Berland Local Positioning System,"['constructive+algorithms', 'greedy', 'hashing', 'implementation']",2400
5525,Hanger,['data+structures'],2400
5526,Self-exploration,['math'],2400
5527,Multithreading,['constructive+algorithms'],2400
5528,New Year Presents,"['constructive+algorithms', 'data+structures']",2400
5529,Arrangement,"['bitmasks', 'dp']",2400
5530,Cactusophobia,"['dfs+and+similar', 'flows']",2400
5531,Gambling Nim,"['bitmasks', 'math', 'matrices', 'probabilities']",2400
5532,The Great Julya Calendar,['dp'],2400
5533,Masha and Cactus,"['dp', 'trees']",2400
5534,2 + 2 != 4,[],2400
5535,Berland SU Computer Network,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'hashing', 'trees']",2400
5536,Tractor College,"['implementation', 'math', 'number+theory', 'ternary+search']",2400
5537,Pentagon,"['combinatorics', 'graphs', 'matrices']",2400
5538,Hide-and-Seek,"['geometry', 'implementation']",2400
5539,Binary Key,"['dp', 'greedy', 'implementation']",2400
5540,Collective Mindsets (hard),[],2400
